overall_grade	additional_credit	_state_accountability_status	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	school_level_	most_recent_quality_review_score	_school_support_organization
B	3	In Good Standing	B	2.44	68.1	PAMELA RANDAZZO-DORCELY	35.5	17K548	A	BROOKLYN SCHOOL FOR MUSIC & THEATRE	9.9	19.7	B	17	HS	A	High School	Proficient (2007-08)	New Visions
A	2.5	In Good Standing	A	2.33	69.3	Lashawn Robinson	41.6	17K568	B	BROWNSVILLE ACADEMY HIGH SCHOOL	11.8	13.4	A	17	HS	C	Transfer School	Well Developed (2008-09)	ESO
A	5.3	Improvement (year 2) -  Basic	B	2.81	78.3	Susan Hobson-Ransom	43.1	17K587	C	MIDDLE SCHOOL FOR THE ARTS	9.5	20.4	A	17	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	ICI
A	0.0	In Good Standing	B	3.81	70.5	Dr. Michael A. Wiltshire	40.4	17K590	C	MEDGAR EVERS COLLEGE PREPARATORY SCHOOL	9.4	20.7	B	17	ESMS	A	Middle	Proficient (2008-09)	CUNY
A	0	In Good Standing	C	3.17	72.4	Dr. Michael A. Wiltshire	47.1	17K590	B	MEDGAR EVERS COLLEGE PREPARATORY SCHOOL	7.9	17.4	A	17	HS	B	High School	Proficient (2008-09)	CUNY
B	3	In Good Standing	C	2.51	54.2	Dr. Richard A. Forman	30.5	17K600	B	CLARA BARTON HIGH SCHOOL	7.8	12.9	C	17	HS	C	High School	Proficient (2007-08)	ICI
C	3	Restructuring (year 1) -  Comprehensive	F	2.03	45.8	Mr. Ira C. Weston	29.6	17K625	C	PAUL ROBESON HIGH SCHOOL	3.6	9.6	C	17	HS	D	High School	Proficient (2008-09)	CLSO
A	6.0	In Good Standing	A	49.80	94.7	Joel Rubenfeld	60.0	18K066	D	P.S. 66	11.0	17.7	A	18	ESMS	A	K-8	Well Developed (2008-09)	ESO
A	6.0	Restructuring (Advanced) -  Focused	B	2.94	85.5	Alex Fralin	46.9	18K068	B	I.S. 068 ISAAC BILDERSEE	9.1	23.5	A	18	ESMS	A	Middle	Proficient (2007-08)	ICI
B	8.3	In Good Standing	F	52.45	64.3	Anita Prashad	36.7	18K114	B	P.S. 114 RYDER ELEMENTARY	3.8	15.5	B	18	ESMS	B	Elementary	Underdeveloped (2008-09)	ICI
A	0.8	In Good Standing	A	52.21	71.9	Mitchell Pinsky	38.8	18K115	A	P.S. 115 DANIEL MUCATEL SCHOOL	12.8	19.5	B	18	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.0	In Good Standing	A	55.63	77.5	Ms. Penny Grinage	42.5	18K135	A	P.S. 135 SHELDON A. BROOKNER	13.2	18.8	A	18	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	1.5	In Good Standing	A	52.44	73.5	Ms. Kristy Parris	41.5	18K208	A	P.S. 208 ELSA EBELING	10.6	19.9	A	18	ESMS	A	Elementary	Proficient (2007-08)	ESO
A	9.8	In Good Standing	A	2.89	93.4	Buffie Simmons-Peart	45.2	18K211	A	I.S. 211 JOHN WILSON	13.4	25.0	A	18	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	3.8	In Good Standing	B	58.57	83.8	Ms. Winsome Smith	51.1	18K219	B	P.S. 219 KENNEDY-KING	8.7	20.2	A	18	ESMS	A	Elementary	Well Developed (2007-08)	ESO
""						Ingrid Thomas-Clark		18K232		I.S. 232 THE WINTHROP				18	ESMS		Middle		AED
""		In Good Standing																No QR in last two years	
A	6.0	In Good Standing	B	55.95	90.5	Denean Stephens-Spellman	56.3	18K233	C	P.S. 233 LANGSTON HUGHES	9.8	18.4	A	18	ESMS	A	Elementary	Proficient (2008-09)	CLSO
A	3.0	In Good Standing	A	43.30	70.8	Lisa Solitario	34.4	18K235	B	P.S. 235 LENOX SCHOOL	10.8	22.6	B	18	ESMS	A	K-8	Proficient (2007-08)	ESO
A	5.3	In Good Standing	A	53.98	87.5	Ms. Grace Alesia	50.2	18K244	A	P.S. 244 RICHARD R. GREEN	11.9	20.1	A	18	ESMS	A	Elementary	Well Developed (2007-08)	ESO
""						Ms. Mendis Brown		18K252		I.S. 252 ARTHUR S. SOMERS				18	ESMS		Middle		CLSO
""		In Good Standing																No QR in last two years	
A	6.0	In Good Standing	A	56.70	94.8	Ms. Mosezetta Overby	59.9	18K268	B	P.S. 268 EMMA LAZARUS	10.6	18.3	A	18	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	0.8	In Good Standing	D	56.95	71.7	Dakota Keyes	49.2	18K272	A	P.S. 272 CURTIS ESTABROOK	6.3	15.4	A	18	ESMS	B	Elementary	Proficient (2007-08)	KLSO
A	2.3	In Good Standing	A	53.76	77.3	Jonathan Straughn	44.1	18K276	A	P.S. 276 LOUIS MARSHALL	10.7	20.2	A	18	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	6.0	In Good Standing	C	48.85	73.6	Lorenzo Chambers	43.6	18K279	B	P.S. 279 HERMAN SCHREIBER	6.8	17.2	A	18	ESMS	A	Elementary	Proficient (2007-08)	CEI-PEA
B	6.8	In Good Standing	C	3.18	63.6	Mr. Frederick A. Underwood	32.3	18K285	B	I.S. 285 MEYER LEVIN	7.4	17.1	C	18	ESMS	A	Middle	Proficient (2008-09)	ICI
""						Livingstone Hilaire		18K415		SAMUEL J. TILDEN HIGH SCHOOL				18	HS		High School		ICI
""	4	Restructuring (Advanced) -  Comprehensive																	
""						Angelo Marra		18K500		CANARSIE HIGH SCHOOL				18	HS		High School		CLSO
""	0	Restructuring (Advanced) -  Comprehensive																	
""						Katherine Kefalas		18K515		SOUTH SHORE HIGH SCHOOL				18	HS		High School		CLSO
""	0	Restructuring (Advanced) -  Comprehensive																	
""				2.36		MARINA VINITSKAYA		18K563		IT TAKES A VILLAGE ACADEMY				18	HS		High School		ICI
""	6	Pending																Proficient (2008-09)	
""				2.18		TERRI LYNN GREY		18K566		BROOKLYN GENERATION SCHOOL				18	HS		High School		CEI-PEA
""	3	Pending																Proficient (2008-09)	
""				2.35		MARTIN COREN		18K567		BROOKLYN THEATRE ARTS HIGH SCHOOL				18	HS		High School		ESO
""	0	Pending																Underdeveloped (2008-09)	
""				2.37		MATT BROWN		18K569		KURT HAHN EXPEDITIONARY LEARNING SCHOOL				18	HS		High School		ESO
""	1	Pending																Proficient (2008-09)	
""				2.44		MARCEL DUANE DEANS		18K576		VICTORY COLLEGIATE HIGH SCHOOL				18	HS		High School		ESO
""	4	Pending																Proficient (2008-09)	
C	0.0	In Good Standing	D	2.22	45.5	ADELE TAY FABRIKANT	30.3	18K578		BROOKLYN BRIDGE ACADEMY	5.9	9.3	C	18	HS	F	Transfer School	Well Developed (2008-09)	New Visions
A	4.5	In Good Standing	A	2.80	98.6	David Manning	57.7	18K581		EAST FLATBUSH COMMUNITY RESEARCH SCHOOL	11.6	24.8	A	18	ESMS	A	Middle	Proficient (2008-09)	ESO
A	6.0	In Good Standing	B	2.86	100.5	Andrew Buck	60.0	18K588		MIDDLE SCHOOL FOR ART AND PHILOSOPHY	9.5	25.0	A	18	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	CLSO
""				2.04		ROBERT HALL		18K589		ARTS & MEDIA PREPARATORY ACADEMY				18	HS		High School		ESO
""	5	Pending																Proficient (2008-09)	
A	3.8	In Good Standing	A	2.80	97.8	Jameela Horton-Ball	56.2	18K598		MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES	12.8	25.0	A	18	ESMS	A	Middle	Well Developed (2008-09)	ESO
""				2.30		Adaleza Michelena		18K617		HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA				18	HS		High School		New Visions
""	0	Pending																	
""				2.31		Diane Varano		18K629		CULTURAL ACADEMY FOR THE ARTS AND SCIENCES				18	HS		High School		ICI
""	0	Pending																	
""				2.69		Joseph Scarmato		18K633		HIGH SCHOOL FOR MEDICAL PROFESSIONS				18	HS		High School		ESO
""	2	Pending																	
""				2.34		Seth Schoenfeld		18K635		OLYMPUS ACADEMY				18	HS		Transfer School		New Visions
""	2.5	In Good Standing																	
""				2.06		Michelle Ashkin		18K637		ACADEMY FOR CONSERVATION AND THE ENVIRONMENT				18	HS		High School		ESO
""	4	Pending																	
""				2.44		Abe Correa		18K642		URBAN ACTION ACADEMY				18	HS		High School		ESO
""	1	Pending																	
A	6.0	In Good Standing	B	56.47	95.9	Nydia Acevedo	58.9	19K007	B	P.S. 007 ABRAHAM LINCOLN	8.9	22.1	A	19	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
B	0.8	Restructuring (Advanced) -  Focused	C	60.25	65.2	Barbara Ashby	41.6	19K013	B	P.S. 013 ROBERTO CLEMENTE	7.6	15.2	A	19	ESMS	B	Elementary	Well Developed (2007-08)	ESO
A	6.0	In Good Standing	A	56.74	92.7	Daysi Garcia	52.9	19K065	B	P.S. 065 - THE LITTLE RED SCHOOL HOUSE	11.3	22.5	A	19	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
""						Gena Lipscomb		19K072		P.S./I.S. 072 ANNETTE P GOLDMAN				19	ESMS		K-8		KLSO
""		In Good Standing							D									Proficient (2007-08)	
A	1.5	In Good Standing	A	61.01	73.7	Irene Leon	40.3	19K089	A	P.S. 089 CYPRESS HILLS	13.9	18.0	B	19	ESMS	A	K-8	Well Developed (2007-08)	New Visions
A	3.0	In Good Standing	A	57.81	79.3	Constance Hahn	41.5	19K108	B	P.S. 108 SAL ABBRACCIAMENTO	11.9	22.9	A	19	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	5.3	In Good Standing	B	61.62	74.0	Enid Silvera	39.1	19K149	B	P.S. 149 DANNY KAYE	8.6	21.0	B	19	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	9.8	In Good Standing	A	58.96	85.5	Audrey Wilson	46.1	19K158	B	P.S. 158 WARWICK	11.1	18.5	A	19	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	6.8	Improvement (year 1) -  Basic	B	52.44	73.1	Monica Duncan	42.4	19K159	C	P.S. 159 ISAAC PITKIN	9.1	14.8	A	19	ESMS	B	Elementary	Proficient (2008-09)	KLSO
B	3.8	Restructuring (year 1) -  Focused	D	2.74	62.1	Maria Ortega	33.7	19K166	B	J.H.S. 166 GEORGE GERSHWIN	6.0	18.6	B	19	ESMS	A	Middle	Proficient (2007-08)	KLSO
B	3.8	In Good Standing	B	3.13	63.5	Yolanda Fustanio	35.2	19K171	C	I.S. 171 ABRAHAM LINCOLN	8.7	15.8	B	19	ESMS	B	Middle	Proficient (2008-09)	KLSO
B	3.8	In Good Standing	C	59.34	59.9	Ingrid Mason	35.1	19K174	B	P.S. 174 DUMONT	8.0	13.0	B	19	ESMS	C	K-8	Well Developed (2007-08)	KLSO
A	6.0	In Good Standing	B	62.89	83.4	Stephaun Hill	54.1	19K190	D	P.S. 190 SHEFFIELD	8.2	15.1	A	19	ESMS	B	Elementary	Proficient (2008-09)	KLSO
A	6.8	In Good Standing	A	60.66	83.1	Pauline Smith-Gayle	43.1	19K202	C	P.S. 202 ERNEST S. JENKYNS	10.8	22.4	A	19	ESMS	A	K-8	Proficient (2008-09)	KLSO
A	2.3	In Good Standing	B	62.60	75.9	Joan L. Webson	42.9	19K213	B	P.S. 213 NEW LOTS	9.0	21.7	A	19	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	12.8	Improvement (year 2) -  Basic	B	49.34	88.8	Patricia Tubridy	51.8	19K214	C	P.S. 214 MICHAEL FRIEDSAM	9.0	15.2	A	19	ESMS	B	Elementary	Proficient (2008-09)	KLSO
A	9.8	In Good Standing	B	2.96	86.4	Joseph Costa	43.4	19K218	B	J.H.S. 218 JAMES P. SINNOTT	8.2	25.0	A	19	ESMS	A	Middle	Proficient (2007-08)	KLSO
A	9.0	In Good Standing	B	58.29	82.2	George Andrews	50.2	19K224	D	P.S. 224 HALE A. WOODRUFF	8.5	14.5	A	19	ESMS	B	Elementary	Proficient (2008-09)	KLSO
B	1.5	In Good Standing	D	55.49	55.6	Pierre Raymond	36.2	19K260	F	P.S. 260 BREUCKELEN	5.3	12.6	B	19	ESMS	C	Elementary	Proficient (2008-09)	KLSO
A	3.0	In Good Standing	A	57.36	77.2	Melessa Avery	42.6	19K273	A	P.S. 273 WORTMAN	12.8	18.8	A	19	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.0	In Good Standing	A	60.31	80.4	Willena George	45.3	19K290	A	P.S. 290 JUAN MOREL CAMPOS	11.6	20.5	A	19	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	6.8	Restructuring (Advanced) -  Focused	B	3.02	81.0	Everett Hughes	44.3	19K292	B	J.H.S. 292 MARGARET S. DOUGLAS	8.3	21.6	A	19	ESMS	A	Middle	Well Developed (2007-08)	KLSO
B	3.0	Restructuring (Advanced) -  Focused	B	3.01	63.7	Lisa Linder	33.4	19K302	D	J.H.S. 302 RAFAEL CORDERO	8.5	18.8	B	19	ESMS	A	Middle	Proficient (2008-09)	KLSO
A	5.3	In Good Standing	C	59.79	73.3	Lawrence Burroughs	45.0	19K306	C	P.S. 306 ETHAN ALLEN	6.9	16.1	A	19	ESMS	B	K-8	Proficient (2008-09)	KLSO
B	0.0	In Good Standing	B	3.08	62.4	Gail Gaines	34.6	19K311	B	ESSENCE SCHOOL	9.0	18.8	B	19	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	6.8	Restructuring (Advanced) -  Focused	C	64.78	69.2	Douglas Avila	36.5	19K328	B	P.S. 328 PHYLLIS WHEATLEY	7.7	18.2	B	19	ESMS	A	K-8	Proficient (2007-08)	KLSO
A	5.3	In Good Standing	C	62.65	70.4	Wanda Holt	39.7	19K345	C	P.S. 345 PATROLMAN ROBERT BOLDEN	7.7	17.7	B	19	ESMS	A	Elementary	Proficient (2008-09)	KLSO
A	6.0	In Good Standing	C	52.37	75.4	Kevin Caifa	44.1	19K346	B	P.S. 346 ABE STARK	6.9	18.4	A	19	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	5.3	In Good Standing	C	3.14	79.1	Dale Kelly	44.2	19K364	A	I.S. 364 GATEWAY	7.4	22.2	A	19	ESMS	A	Middle	Well Developed (2007-08)	KLSO
A	0.0	In Good Standing	B	3.43	70.9	Sheila Richards	36.1	19K409	A	EAST NEW YORK FAMILY ACADEMY	9.8	25.0	B	19	ESMS	A	Middle	Well Developed (2007-08)	ESO
B	2	In Good Standing	B	2.76	63.7	Sheila Richards	36.5	19K409	B	EAST NEW YORK FAMILY ACADEMY	9.8	15.4	B	19	HS	B	High School	Well Developed (2007-08)	ESO
""						Marlon Bynum		19K420		FRANKLIN K. LANE HIGH SCHOOL				19	HS		High School		ESO
""	0	Restructuring (Advanced) -  Comprehensive																	
A	0.8	In Good Standing	A	3.53	70.1	Yolanda Martin	39.9	19K452	F	FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL	10.2	19.2	B	19	ESMS	A	Middle	Proficient (2008-09)	KLSO
C	2	In Good Standing	C	2.05	49.6	JAMES ANDERSON	30.0	19K502	F	FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY	7.9	9.7	C	19	HS	D	High School	Proficient (2008-09)	New Visions
C	3	In Good Standing	B	2.17	52.8	Michael S. Steele	28.7	19K504	C	HIGH SCHOOL FOR CIVIL RIGHTS	8.5	12.6	C	19	HS	C	High School	Underdeveloped with Proficient Features (2008-09)	KLSO
B	4	In Good Standing	B	2.22	68.6	Lottie Almonte	37.9	19K507	A	PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL	9.5	17.2	B	19	HS	B	High School	Well Developed (2007-08)	ESO
B	5	In Good Standing	B	2.22	62.8	Kim Lawrence	35.5	19K510	B	WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL	8.9	13.4	B	19	HS	C	High School	Proficient (2007-08)	New Visions
""				1.94		ALTAGRACIA LICIAGA		19K583		MULTICULTURAL HIGH SCHOOL				19	HS		High School		ESO
""	4	Pending																Well Developed (2008-09)	
B	6	In Good Standing	B	2.48	69.5	Larry Kalvar	39.1	19K615	B	TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	8.1	16.3	B	19	HS	B	High School	Well Developed (2007-08)	KLSO
""				2.27		Cynthia Fowlkes		19K618		ACADEMY OF INNOVATIVE TECHNOLOGY				19	HS		High School		New Visions
""	5	Pending																	
""				2.33		Charles Simic		19K639		BROOKLYN LAB SCHOOL				19	HS		High School		ESO
""	1	Pending																	
""				2.50		Alex Maysonet		19K659		CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL				19	HS		High School		ESO
""	6	Pending																Proficient (2008-09)	
D	0	Restructuring (Advanced) -  Comprehensive	D	1.87	42.7	Jocelyn Badette	28.1	19K660	D	W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	6.3	8.3	C	19	HS	F	High School	Proficient (2008-09)	KLSO
A	3.8	In Good Standing	A	3.38	88.1	Danielle Dimango-Maringo	49.0	20K030	A	I.S. 30 MARY WHITE OVINGTON	11.0	24.3	A	20	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	3.8	In Good Standing	B	34.69	84.7	Diane Picucci	51.3	20K048	A	P.S. 048 MAPLETON	8.7	20.9	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	10.5	Restructuring (Advanced) -  Focused	A	3.01	90.9	Barry Kevorkian	44.9	20K062	A	J.H.S. 062 DITMAS	12.0	23.5	A	20	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
A	4.5	In Good Standing	A	38.20	75.9	Jaynemarie Capetanakis	46.4	20K069	A	P.S. 69 VINCENT D. GRIPPO SCHOOL	10.9	14.1	A	20	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	8.3	In Good Standing	A	33.20	82.8	Ms. Theresa Dovi	45.5	20K102	A	P.S. 102 THE BAYVIEW	10.5	18.5	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
B	4.5	In Good Standing	A	25.37	67.3	Ms. Marie Dibella	34.3	20K104	B	P.S./I.S. 104 THE FORT HAMILTON SCHOOL	10.7	17.8	B	20	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	3.0	In Good Standing	A	33.82	85.3	Johanna Castronovo	48.4	20K105	A	P.S. 105 THE BLYTHEBOURNE	12.4	21.5	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	1.5	In Good Standing	A	30.68	81.3	Louise Verdemare (Alfano)	47.6	20K112	A	P.S. 112 LEFFERTS PARK	10.9	21.3	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
B	0.8	In Good Standing	B	33.54	65.3	Pauline Frank	39.4	20K127	B	P.S. 127 MCKINLEY PARK	9.7	15.4	B	20	ESMS	B	Elementary	Well Developed (2007-08)	ESO
A	3.0	In Good Standing	A	40.24	79.0	Margaret Russo	46.8	20K160	B	P.S. 160 WILLIAM T. SAMPSON	10.2	19.0	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.0	In Good Standing	A	35.28	81.1	Maryann Wasmuth	48.4	20K163	A	P.S. 163 BATH BEACH	11.3	18.4	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	A	55.75	108.0	Margaret Choy-Shan	60.0	20K164	A	P.S. 164 CAESAR RODNEY	14.3	24.7	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	9.0	In Good Standing	B	35.79	87.2	Suzanne Brown	53.4	20K170	B	RALPH A. FABRIZIO SCHOOL	8.7	16.1	A	20	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	9.0	In Good Standing	A	31.74	91.4	Elizabeth Culkin	52.1	20K176	A	P.S. 176 OVINGTON	11.2	19.1	A	20	ESMS	A	Elementary	Proficient (2007-08)	ICI
A	9.0	Improvement (year 2) -  Basic	B	44.11	79.8	Valerie Joseph	46.6	20K179	C	P.S. 179 KENSINGTON	9.2	15.0	A	20	ESMS	B	Elementary	Underdeveloped with Proficient Features (2008-09)	ESO
A	6.8	In Good Standing	A	28.09	70.3	Gary Williams	36.6	20K180	A	PS/IS 180 HOMEWOOD	11.1	15.8	B	20	ESMS	B	K-8	Well Developed (2007-08)	ESO
A	0.0	In Good Standing	A	20.20	69.9	Kenneth Llinas	40.6	20K185	B	P.S. 185 WALTER KASSENBROCK	10.2	19.1	B	20	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	8.3	In Good Standing	C	33.28	86.3	Bayan (Ebeid) Cadotte	53.0	20K186	A	P.S. 186 DR. IRVING A GLADSTONE	7.6	17.4	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	0.0	In Good Standing	A	4.04	89.9	Justin Berman	53.8	20K187	A	I.S. 187	12.0	24.1	A	20	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	A	53.79	92.5	Liset Isaac	56.5	20K192	A	P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY	11.4	15.6	A	20	ESMS	B	K-8	Well Developed (2007-08)	ESO
A	2.3	In Good Standing	B	28.80	69.3	Javier Muniz	42.0	20K200	B	P.S. 200 BENSON SCHOOL	8.9	16.1	A	20	ESMS	B	Elementary	Proficient (2008-09)	ICI
A	6.8	In Good Standing	A	3.54	85.7	Ms. Madeleine Brennan	46.5	20K201	A	J.H.S. 201 THE DYKER HEIGHTS	10.3	22.1	A	20	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	6.8	In Good Standing	A	25.71	84.3	Mrs. Marie Reilly	47.0	20K204	B	P.S. 204 VINCE LOMBARDI	13.2	17.3	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	10.5	In Good Standing	C	38.21	85.0	Beth Grater	50.7	20K205	A	P.S. 205 CLARION	7.2	16.6	A	20	ESMS	B	Elementary	Well Developed (2007-08)	ESO
B	1.5	In Good Standing	B	3.10	66.2	Loretta Witek	39.2	20K220	B	J.H.S. 220 JOHN J. PERSHING	8.5	17.0	B	20	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	A	2.95	91.8	Mrs. Gertrude Adduci	48.0	20K223	A	J.H.S. 223 THE MONTAUK	10.5	24.3	A	20	ESMS	A	Middle	Proficient (2007-08)	ICI
A	6.0	In Good Standing	C	3.20	73.2	Brenda D. Champion	40.3	20K227	B	J.H.S. 227 EDWARD B. SHALLOW	7.7	19.2	B	20	ESMS	A	Middle	Proficient (2007-08)	CLSO
A	0.0	In Good Standing	A	20.36	75.2	Mr. James J. Harrigan	43.0	20K229	A	P.S. 229 DYKER	11.4	20.8	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.8	In Good Standing	B	29.92	84.7	Christopher E. Ogno	51.5	20K247	A	P.S. 247 BROOKLYN	9.3	20.1	A	20	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	6.8	Improvement (year 2) -  Focused	A	3.33	80.9	Janice Geary	40.4	20K259	A	J.H.S. 259 WILLIAM MCKINLEY	11.6	22.1	B	20	ESMS	A	Middle	Well Developed (2007-08)	ICI
B	6	Restructuring (year 2) -  Comprehensive	B	2.39	64.9	MAUREEN GOLDFARB	33.7	20K445	B	NEW UTRECHT HIGH SCHOOL	9.5	15.7	B	20	HS	B	High School	Well Developed (2007-08)	CLSO
A	12	In Good Standing	A	2.59	86.6	Philip Weinberg	41.0	20K485	A	HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY	11.5	22.1	B	20	HS	A	High School	Outstanding (2007-08)	New Visions
B	5	Restructuring (Advanced) -  Focused	B	2.52	61.7	Jo Ann Chester	34.4	20K490	B	FORT HAMILTON HIGH SCHOOL	10.2	12.1	B	20	HS	C	High School	Well Developed (2007-08)	ESO
A	4.5	In Good Standing	A	58.82	76.0	Bernadette Fitzgerald	40.9	20K503	A	PS 503: THE SCHOOL OF DISCOVERY	12.3	18.3	A	20	ESMS	A	Elementary	Proficient (2008-09)	ESO
B	5	Restructuring (Advanced) -  Comprehensive	B	2.31	59.4	Geraldine Maione	34.3	20K505	B	FRANKLIN DELANO ROOSEVELT HIGH SCHOOL	8.9	11.2	B	20	HS	C	High School	Well Developed (2007-08)	KLSO
A	5.3	In Good Standing	A	56.73	74.9	Elizabeth Waters	42.4	20K506	A	P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY	11.0	16.2	A	20	ESMS	B	Elementary	Well Developed (2007-08)	ESO
A	2.3	In Good Standing	A	3.17	83.9	Mariela Graham	44.9	20K609		URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE	12.7	24.0	A	20	ESMS	A	Middle	Proficient (2008-09)	ESO
A	12.0	Improvement (year 1) -  Basic	A	55.41	97.2	Madelene S. Chan	54.4	21K090	A	P.S. 90 EDNA COHEN SCHOOL	13.3	17.5	A	21	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	3.0	In Good Standing	D	37.57	58.6	Carolyn Telesmanich	36.6	21K095	C	P.S. 095 THE GRAVESEND	5.7	13.3	B	21	ESMS	C	K-8	Underdeveloped with Proficient Features (2008-09)	ESO
A	8.3	In Good Standing	B	3.24	77.1	Denise Sandra Levinsky	41.8	21K096	B	I.S. 096 SETH LOW	8.2	18.8	A	21	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	ESO
A	3.8	In Good Standing	B	28.24	79.8	Kristine Mustillo	50.3	21K097	A	P.S. 97 THE HIGHLAWN	9.7	16.0	A	21	ESMS	B	Elementary	Proficient (2007-08)	ESO
B	6.0	In Good Standing	B	3.78	65.6	Mrs. Marian Nagler	29.7	21K098	B	I.S. 98 BAY ACADEMY	9.1	20.8	C	21	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	5.3	In Good Standing	A	40.70	92.2	Gregory Pirraglia	55.4	21K099	C	P.S. 099 ISAAC ASIMOV	13.3	18.2	A	21	ESMS	A	K-8	Underdeveloped with Proficient Features (2008-09)	ESO
A	3.8	In Good Standing	B	29.74	77.4	Katherine A. Moloney	44.0	21K100	B	P.S. 100 THE CONEY ISLAND SCHOOL	8.9	20.7	A	21	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	9.8	In Good Standing	A	29.26	101.8	Gregg Korrol	60.0	21K101	A	P.S. 101 THE VERRAZANO	13.0	19.0	A	21	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	4.5	In Good Standing	A	41.15	87.3	Lillian Catalano	49.7	21K121	A	P.S. 121 NELSON A. ROCKEFELLER	12.8	20.3	A	21	ESMS	A	K-8	Well Developed (2007-08)	ESO
B	0.8	In Good Standing	A	33.72	60.3	Marcia Robins	41.4	21K128	B	P.S. 128 BENSONHURST	10.2	7.9	A	21	ESMS	F	Elementary	Well Developed (2007-08)	ICI
A	10.5	In Good Standing	C	37.47	94.8	Carl Santamaria	60.0	21K153	B	P.S. 153 HOMECREST	7.5	16.8	A	21	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	6.0	In Good Standing	A	36.67	81.9	Shoshana Singer	44.3	21K177	B	P.S. 177 THE MARLBORO	10.6	21.0	A	21	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	6.0	In Good Standing	A	55.61	90.7	Frederick M. Tudda	50.6	21K188	A	P.S. 188 MICHAEL E. BERDY	13.5	20.6	A	21	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	0.8	In Good Standing	D	32.99	65.8	Rosalia Bacarella	40.6	21K199	A	P.S. 199 FREDERICK WACHTEL	5.6	18.8	B	21	ESMS	A	Elementary	Well Developed (2007-08)	ESO
